nameID	parentNameID	scientificName	scientificNameAuthorship	nameRank	nameUri	isHybrid	genus	specificEpithet	rankIndicator	otherEpithet	subclass	family	acceptance	acceptedNameID
52324794	50324787	Tsuga	Sm.	genus	http://www.tropicos.org/Name/40020343		Tsuga		gen.		Coniferidae	Coniferaceae		
24901645	40020343	Tsuga brunoniana	(Wall.) Carri_”“Îère	species	http://www.tropicos.org/Name/24901645		Tsuga	brunoniana	sp.		Coniferidae	Coniferaceae	S	24901644
50234180	24901645	Tsuga brunoniana var. typica	Patschke	variety	http://www.tropicos.org/Name/50234180		Tsuga	brunoniana	var.	typica	Coniferidae	Coniferaceae		
24900236	40020343	Tsuga canadensis	(L.) Carri_”“Îère	species	http://www.tropicos.org/Name/24900236		Tsuga	canadensis	sp.		Coniferidae	Coniferaceae	A	
24900682	40020343	Tsuga chinensis	(Franch.) Pritz.	species	http://www.tropicos.org/Name/24900682		Tsuga	chinensis	sp.		Coniferidae	Coniferaceae	A	
24900560	40020343	Tsuga douglasii	Lindl.	species	http://www.tropicos.org/Name/24900560		Tsuga	douglasii	sp.		Coniferidae	Coniferaceae	S	24900277
24901644	40020343	Tsuga dumosa	(D. Don) Eichler	species	http://www.tropicos.org/Name/24901644		Tsuga	dumosa	sp.		Coniferidae	Coniferaceae	A	
50234182	24901644	Tsuga dumosa subsp. leptophylla	(Hand.-Mazz.) A.E. Murray	subspecies	http://www.tropicos.org/Name/50234182		Tsuga	dumosa	subsp.	leptophylla	Coniferidae	Coniferaceae	A	
24900240	40020343	Tsuga mertensiana	(Bong.) Carri_”“Îère	species	http://www.tropicos.org/Name/24900240		Tsuga	mertensiana	sp.		Coniferidae	Coniferaceae	A	
50234189	24900240	Tsuga mertensiana subsp. grendicone	Farjon	subspecies	http://www.tropicos.org/Name/50234189		Tsuga	mertensiana	subsp.	grendicone	Coniferidae	Coniferaceae		
50234202	24900240	Tsuga mertensiana subsp. mertensiana		subspecies	http://www.tropicos.org/Name/50234202		Tsuga	mertensiana	subsp.	mertensiana	Coniferidae	Coniferaceae		
50234210	24900240	Tsuga mertensiana var. jeffreyi	(Henry) C.K. Schneid.	variety	http://www.tropicos.org/Name/50234210		Tsuga	mertensiana	var.	jeffreyi	Coniferidae	Coniferaceae	S	50235881
50234247	24900240	Tsuga mertensiana var. mertensiana		variety	http://www.tropicos.org/Name/50234247		Tsuga	mertensiana	var.	mertensiana	Coniferidae	Coniferaceae		
24900464	40020343	Tsuga pattoniana	(Jeffrey ex A. Murray bis) Engelm.	species	http://www.tropicos.org/Name/24900464		Tsuga	pattoniana	sp.		Coniferidae	Coniferaceae		
50234231	24900464	Tsuga pattoniana var. jeffreyi	Henry	variety	http://www.tropicos.org/Name/50234231		Tsuga	pattoniana	var.	jeffreyi	Coniferidae	Coniferaceae	S	50235881
24900684	40020343	Tsuga sieboldii	Carri_”“Îère	species	http://www.tropicos.org/Name/24900684		Tsuga	sieboldii	sp.		Coniferidae	Coniferaceae	S	50234263
54324795	52324794	Tsuga tsugensis		species			Tsuga	tsugensis	sp.		Coniferidae	Coniferaceae		
124901646	40020343	Tsuga yunnanensis	(Franch.) E. Pritz.	species	http://www.tropicos.org/Name/24901646		Tsuga	yunnanensis	sp.		Coniferidae	Coniferaceae		
124901647	40020343	Tsuga yunnanensis	(Franch.) E. Pritz.	species	http://www.tropicos.org/Name/24901646		Tsuga	yunnanensis	sp.		Coniferidae	Coniferaceae	S	24901644
124901648	40020343	Tsuga yunnanensis	(Franch.) E. Pritz.	species	http://www.tropicos.org/Name/24901646		Tsuga	yunnanensis	sp.		Coniferidae	Coniferaceae	S	24901644
